phylum	class	order	family	genus	species	subsp	subsub	key	strain
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT992789	Norovirus Hu/GII.17/CUHK-NS-667/HKG/2015
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU557790	Norovirus Hu/GII.17/CUHK-NS-405/HKG/2014
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT326182	Norovirus Hu/GII.17/41621/Guangzhou/2014/CHN
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT326180	Norovirus Hu/GII.17/CUHK-NS-649/HKG/2015
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KR020503	Norovirus Hu/GII.17/Gaithersburg/2014/US
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT326181	Norovirus Hu/GII/JP/2013/GII.P17_GII.17/Saitama5203
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KR083017	Norovirus Hu/GII/JP/2013/GII.P17_GII.17/Saitama5309
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		LC043167	Norovirus Hu/GII/JP/2014/GII.P17_GII.17/Nagano8-1
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		LC043168	"Norovirus Hu/GII/JP/2014/GII.P17_GII.17/Nagano7-1 POL, VP1, VP2"
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		LC043305	Norovirus Hu/GII.17/HNkaohao/Nanyang/CHN/2015
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		LC043139	Norovirus Hu/GII/JP/2014/GII.P17_GII.17/Kawasaki323
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT992790	Norovirus Hu/GII/CN/2013/GII.17/13010141
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		AB983218	Norovirus Hu/GII/CN/2014/GII.17/1401084
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU757046	Norovirus Hu/GII/CN/2014/GII.17/1402047
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU757047	Norovirus Hu/GII.17/CGMH70/2015/TW
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU757048	Norovirus GII.17 strain Hu/GII.P17_GII.17/KR/2013/CAU-55
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KR154231	Norovirus GII.17 strain Hu/GII.P17_GII.17/KR/2013/CAU-85
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU561250	Norovirus Hu/GII.17/CGMH69/2015/TW
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU561251	Norovirus Hu/GII.17/35-0584/GD-JM/2015-03-14
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KR154230	Norovirus Hu/GII.17/35-0585/GD-JM/2015-03-17
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU557783	Norovirus Hu/GII/JP/2015/GII.P17_GII.17/Kawasaki308
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU557784	Norovirus GII.17 strain Hu/GII.P17_GII.17/KR/2014/CAU-192
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		LC037415	Norovirus GII.17 strain Hu/GII.P17_GII.17/KR/2014/CAU-265
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU561253	Norovirus GII.17 strain Hu/GII.P17_GII.17/KR/2015/CAU-283
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU561254	Norovirus GII.17 strain Hu/GII.P17_GII.17/KR/2015/CAU-289
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU561255	Norovirus Hu/GII/CN/2014/GII.17/1401169
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU561256	Norovirus Hu/GII/CN/2014/GII.17/1401184
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU757049	Norovirus Hu/GII/CN/2014/GII.17/FX141210-5
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU757050	Norovirus Hu/GII/CN/2014/GII.17/FX141226-31
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU757051	Norovirus GII.17 strain GII.17/KM1509/CHN/2015
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KU757052	Norovirus Hu/GII.17/CHN/2015/ZHITHC-12
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KX356908	Norovirus Hu/GII.17/CUHK-NS-469/HKG/2014
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT253245	Norovirus Hu/GII.17/CUHK-NS-482/HKG/2014
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT780394	Norovirus Hu/GII.17/CUHK-NS-492/HKG/2014
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT780397	Norovirus Hu/GII.17/CUHK-NS-502/HKG/2014
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT780409	Norovirus Hu/GII.17/CUHK-NS-643/HKG/2015
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT780410	Norovirus Hu/GII.17/CUHK-NS-647/HKG/2015
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT780412	Norovirus Hu/GII.17/CUHK-NS-655/HKG/2015
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT780413	Norovirus Hu/GII.17/CUHK-NS-656/HKG/2015
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT780414	Norovirus Hu/GII.17/CUHK-NS-657/HKG/2015
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT780415	Norovirus GII.17 strain Hu/GII.17/142700/Shanghai/2014
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT780416	Norovirus GII.17 isolate GII/Hu/HKG/2014/GII.17/CUHK-NS-463
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KT380915	Norovirus Hu/GII.17/C142/1978/GUF
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17		KP998539	Norovirus GII/Hu/HKG/2015/GII.Pe_GII.17/CUHK-NS-682
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.18		AY823305	Norovirus swine/GII/OH-QW125/03/US
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	KC464505	Norovirus Hu/GII/CGMH47/2011/TW
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145786	Norovirus Hu/GII/Akita8_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145788	Norovirus Hu/GII/Niigata5_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145789	Norovirus Hu/GII/Fukui1_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145790	Norovirus Hu/GII/Fukui2_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145791	Norovirus Hu/GII/Saitama4_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145792	Norovirus Hu/GII/Saitama5_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145793	Norovirus Hu/GII/Osakacity5_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145794	Norovirus Hu/GII/Hiroshimacity2_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145795	Norovirus Hu/GII/Hiroshimacity1_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145796	Norovirus Hu/GII/Ehime1_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145797	Norovirus Hu/GII/Ehime2_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145798	Norovirus Hu/GII/Aomori7_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145799	Norovirus Hu/GII/Akita7_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145800	Norovirus Hu/GII/Akita8_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145801	Norovirus Hu/GII/Miyagi2_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145802	Norovirus Hu/GII/Osaka4_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145803	Norovirus Hu/GII/Osaka5_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145804	Norovirus Hu/GII/Hiroshima6_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145805	Norovirus Hu/GII/Hiroshimacity5_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145806	Norovirus Hu/GII/Hiroshimacity6_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145807	Norovirus Hu/GII/Ehime4_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 1	LC145808	Norovirus Hu/GII/Ehime5_2014_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 2	JX846925	Norovirus Hu/GII/KL109/1978/MYS
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 2	AY134748	Snow Mountain virus
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 3	LC145787	Norovirus Hu/GII/Miyagi1_2012_JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	cluster 3	KJ407074	Norovirus Hu/GII/HS255/2011/USA
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.20		EU424333	Human calicivirus strain Mc37
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.21		KJ196284	Norovirus GII1 strain NoV/Kor/JW
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.21		KX079488	"Norwalk-like virus, strain: YURI"
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.22		AB083780	"Norwalk-like virus, strain: SW/NV/swine43/JP"
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.22		KU306738	Norovirus GII strain Hu/NI/2005/GII.P24_GII4(tentative)/Leon4509
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.23		KJ196291	Norovirus GII/Hu/JP/2011/GII/Yuzawa/Gira2HS
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	GU991355	Norovirus Hu/Shanghai/SH312/2009/CHN
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	GU980585	Norovirus Hu/GII.3/CBNU1/2006/KOR
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KF306213	Norovirus Hu/GII.3/Jingzhou/2013402/CHN
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198563	Norovirus Hu/GII/C2365/2010/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198493	Norovirus Hu/GII/30468/2010/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198500	Norovirus Hu/GII/C2H-20/2011/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198529	Norovirus Hu/GII/C2H-27/2011/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198547	Norovirus Hu/GII/C2H-47/2011/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198554	Norovirus Hu/GII/C2H-48/2011/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198573	Norovirus Hu/GII/C2H-45/2011/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198590	Norovirus Hu/GII/C2H-39/2011/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198586	Norovirus Hu/GII/30400/2010/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198484	Norovirus Hu/GII/30212/2009/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198496	Norovirus Hu/GII/20419/2010/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198505	Norovirus Hu/GII/20460/2010/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198509	Norovirus Hu/GII/20479/2010/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198511	Norovirus Hu/GII/C2H-24/2011/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198528	Norovirus Hu/GII/C2H-25/2011/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198553	Norovirus Hu/GII/30381/2010/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198561	Norovirus Hu/GII/30303/2009/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198572	Norovirus Hu/GII/20370/2010/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	KM198583	Norovirus Hu/GII/20493/2010/VNM
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P12:3	EU921389	Norovirus Hu/Pune/PC52/2007/India strain PC52
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P16:3	KF944110	Norovirus GII isolate Hu/GII.P16-GII.3/Novosibirsk/Nsk-N1659/2011/RUS
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P16:3	KT779557	Norovirus GII isolate Hu/GII.P16-GII.3/Omsk/O1370/2012/RUS
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P16:3	KF895841	Norovirus GII isolate Hu/GII.P16-GII.3/Smolensk/S12-31/2012/RUS
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P16:3	KF944111	Norovirus GII isolate Hu/GII.P16-GII.3/Novosibirsk/Nsk-N1648/2011/RUS
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P21:3	LN854569	Norovirus GII/Hu/NL/2014/GII1/Groningen
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P21:3	AB365435	Norovirus Hu/Texas/TCH04-577/2004/US
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P3:3	KJ194500	Norovirus Hu/GII/Amsterdam/1/1995 isolate NV_Amsterdam_1_1995
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P3:3	KJ194504	Norovirus Hu/GII/Amsterdam/1994 isolate NV_Amsterdam_1994
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P3:3	AB039781	"Norwalk-like virus, isolate:Saitama U18"
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	P3:3	AB039782	"Norwalk-like virus, isolate:Saitama U201"
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	Pg:3	JX846924	Norovirus Hu/GII.3/HK71/1978/CHN
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.3	X:3	KC597140	Norovirus Hu/GII.3/NIHIC8.1/2011/USA
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB541202	Norovirus Hu/GII-4/Aichi1/2008/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB541268	Norovirus Hu/GII-4/Hokkaido5/2008/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB541272	Norovirus Hu/GII-4/Iwate3/2008/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB541274	Norovirus Hu/GII-4/Iwate4/2008/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB541310	Norovirus Hu/GII-4/Niigata1/2008/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB541312	Norovirus Hu/GII-4/Niigata2/2008/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB541318	Norovirus Hu/GII-4/Niigata5/2008/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB541320	Norovirus Hu/GII-4/Osaka1/2008/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB541322	Norovirus Hu/GII-4/Osaka2/2008/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB933729	Norovirus Hu/Norovirus GII.4/Fukui5/2009/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	AB933759	Norovirus Hu/Norovirus GII.4/Nagano26/2011/JP
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	HM748973	Norovirus Hu/Norovirus GII.4/Turramurra/NSW892U/2009/AUS
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	HQ009513	Norovirus Hu/Norovirus GII.4/JB-15/KOR/2008
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	JX439815	Norovirus Hu/GII/Seoul1055/KOR/2010
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	JX439816	Norovirus Hu/GII/Seoul1072/KOR/2010
"ssRNA positive-strand viruses, no DNA stage"			Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.4	Apeldoorn_2007	JX439818	Norovirus Hu/GII/Seoul1367/KOR/2010
